index,stt,id,name,link,files,folders,lastUpdate,isFile,linkFile
2.9.46.2.5.,3821,76003,FSM-1E-232068_COA EP 11.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16506,0,0,6/11/2023 14:09,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/14/SVUHUEWRA3/14508c8e737316f86a90ed9daaaa90c7/NCMNHA4P6RS7C4FBGEGVMSDWYEZ5EZ7EYF5R7BCUNF2YFGX8QFRLZML3EBFCT9H3TT8GX5XWZ4EKPMQ4AMRL69/10/3a/f1/2f/6c/3bd3a095b9d1771a74f813f0eabf46a1/fsm_1e_232068_coa_ep_11.pdf
2.9.46.2.6.,3822,76002,FDA Licence_U1_update.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16506,0,0,6/11/2023 14:09,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/14/SVUHUEWRA3/14508c8e737316f86a90ed9daaaa90c7/HUQ7F2MQSCZ7RFZYKFHH2K34V2MV52A44GH9P2X4HKX64NQHCPA6YPAGY6BGALPTYBPJYPXY6YMTFYJK3AUTHY/92/66/5b/fe/21/aff9841ba85c127a3d0ae7734c96d5a2/fda_licence_u1_update.pdf
2.9.46.2.7.,3823,76001,COA_Furosemide_Mangalam Drugs-1E-222056_EP.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16506,0,0,6/11/2023 14:09,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/14/SVUHUEWRA3/14508c8e737316f86a90ed9daaaa90c7/HGNB3CN6WR3X2RMT7L5ZP9Y372C5ER5UX6L5P2FJMT44FZLR2BF9N3V95FQBEFX9MF9MKFYHTML8AC5D8WSY9W/a4/6b/15/88/7a/9fd05fdd9cb535b9a6a0897c1b6f0b21/coa_furosemide_mangalam_drugs_1e_222056_ep.pdf
2.9.47.,322,16499,Etodolac,https://drive.base.vn/thanhphong1110-drive/folder/16499,0,2,6/11/2023 13:56,FALSE,
2.9.47.1.,1634,16501,Kreative Organics - Anh Ruth,https://drive.base.vn/thanhphong1110-drive/folder/16501,5,0,6/11/2023 13:57,FALSE,
2.9.47.1.1.,3824,75979,WHO GMP Certificate 2 .pdf,https://drive.base.vn/thanhphong1110-drive/folder/16501,0,0,6/11/2023 13:57,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/EWZZB6NB56/4cdc1cfaf06e658eea03f111167fe578/YHCMQGQ4XYGRQN3ECYWV5BPE8VJ2LVGT935FYZS584L27EZKBL8SQBCUHELJJ26428X7UTFKU8PW4QNGXRXWH7/70/f8/ba/59/c2/a0c81199a3df62fb9140afc5fcd700bb/who_gmp_certificate_2.pdf
2.9.47.1.2.,3825,75978,Etodolac stability data.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16501,0,0,6/11/2023 13:57,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/EWZZB6NB56/4cdc1cfaf06e658eea03f111167fe578/HWY2JZ24WUUYBYNWZB9463JC9SDEH9EVKLMYQLQLDU68S4D2SCG2A8MKJZHJ35TJCA3NLMMGYAPL6H5LCY67Y4/9a/d6/9d/7b/43/22e21b3efb01ab9cfd3d901831e4f4da/etodolac_stability_data.pdf
2.9.47.1.3.,3826,75977,Drug license copy.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16501,0,0,6/11/2023 13:57,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/EWZZB6NB56/4cdc1cfaf06e658eea03f111167fe578/KGNKB5RYRC9JEJS63XWU6A3DBLW4L7TAE9CLJH27ZTZZ26EE2THGASP8FK4EKUZVLZDQDEP2LXUV2MALZX4NPJ/17/b9/0e/c6/d7/3da92bf9b7e65ee0881ba356c08fa1d7/drug_license_copy.pdf
2.9.47.1.4.,3827,75976,COA-ETO ETO-P21003 -USP_Minh Tín.PDF,https://drive.base.vn/thanhphong1110-drive/folder/16501,0,0,6/11/2023 13:57,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/EWZZB6NB56/4cdc1cfaf06e658eea03f111167fe578/RQKPJWSLQ3AR67HZS9EDYY5GVL469JTX6YPTCXNJXADR8CJWN58Z3L9KRGBVRDCF33AWHN8XBQF4F2QQWNCN9Q/97/29/b6/90/53/8d48e3dfb489fbfb45846bc5ee3d9921/coa_etoeto_p21003_usp_minh_tin.pdf
2.9.47.1.5.,3828,75975,COA-ET 5721 -USP.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16501,0,0,6/11/2023 13:57,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/EWZZB6NB56/4cdc1cfaf06e658eea03f111167fe578/SSCEE3TGA3A23LTKL22YS24PRMRNCQS9M5UYKWCJ5DRLUZ5JRPRA775WZ29AS3VF84RZZGEFM6TZEZ3Y2BWRBD/2e/62/6d/45/87/db8806970b39f5313a1291ef0cff446d/coa_et_5721_usp.pdf
2.9.47.2.,1635,16500,Kreative Organics Private Limited - SKJ,https://drive.base.vn/thanhphong1110-drive/folder/16500,1,0,6/11/2023 13:56,FALSE,
2.9.47.2.1.,3829,75974,Etodolac - Kreative Organics.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16500,0,0,6/11/2023 13:57,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/RDSQQ2MDLW/961a515f486594d0822ea6c7b28c71db/KKW3VYL6TAMEL4H2MHW65VZ3MPZBD9HL3UKGSFUW3858K5HZ8LT3QZNKD4UAR9T7AV69SAJBDRJCLQR78G2934/3c/c1/c2/47/d9/5088bda31ecbe7ed7a33fb9e93788047/etodolac_kreative_organics.pdf
2.9.48.,323,16497,Ertugliflozin,https://drive.base.vn/thanhphong1110-drive/folder/16497,0,1,6/11/2023 13:54,FALSE,
2.9.48.1.,1636,16498,Azico Biophore - Innorex,https://drive.base.vn/thanhphong1110-drive/folder/16498,1,0,6/11/2023 13:55,FALSE,
2.9.48.1.1.,3830,75973,Ertugliflozin IH COAs 2021 1 2-21 .pdf,https://drive.base.vn/thanhphong1110-drive/folder/16498,0,0,6/11/2023 13:55,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/MTV9S3ALZH/b320750c5af4545ccb30b9870aefa1a1/YNH3EQTYLUQTXSNKV58EDLTVJH27CRH84VUPDZJSDWZEKRPBSWUUG7HB4QCZ48HRJSLCN5J6JLGE72FEHFEH7K/21/3c/64/b5/50/39040660d4e4adbfc3f890dafe454a76/ertugliflozin_ih_coas_2021_12_21.pdf
2.9.49.,324,16490,Empagliflozin,https://drive.base.vn/thanhphong1110-drive/folder/16490,0,6,6/11/2023 13:46,FALSE,
2.9.49.1.,1637,16496,JIANGXI SYNERGY - Zeon,https://drive.base.vn/thanhphong1110-drive/folder/16496,5,0,6/11/2023 13:51,FALSE,
2.9.49.1.1.,3831,75969,VN大使馆 GMP证书 新品.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16496,0,0,6/11/2023 13:52,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/WDEHBMD4G4/345bd1a2e441bd515538872a1aff003d/SSLGT6H4RFKC96MVYAJKXJC9DXSUASBR4T9LJBJBACE67NBRRDGYK5YFXU9NY67ALHLXUWA3V4QE67CV8VSTDT/df/4f/31/a2/e2/5c3f04a2a92c4da6e52d7422c88a7eab/vn_gmp_.pdf
2.9.49.1.2.,3832,75968,VGLT-CDA template-Jiangxi Synergy.doc,https://drive.base.vn/thanhphong1110-drive/folder/16496,0,0,6/11/2023 13:52,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/WDEHBMD4G4/345bd1a2e441bd515538872a1aff003d/CPLZHX2UJK5DB2GDFF8JTFBC3XHJ664SK6LSTJWCUP58BNN6ZD2RB4J7UHLAQRHZTEZYTUFJUY3YK4ETVUHLSB/c4/dd/9a/21/26/2565583fd14dced272cc949381ce02e7/vglt_cda_template_jiangxi_synergy.doc
2.9.49.1.3.,3833,75967,MOA-EMPZ DMF 2022.1 -open part.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16496,0,0,6/11/2023 13:52,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/WDEHBMD4G4/345bd1a2e441bd515538872a1aff003d/TPL7YU3RP4TCSA7HA62PCBVTKAGQ57VAD8SCDCE2QC67PSJ754642TUJVUWS9J7EWXBZMZEFXSXCPR4AUPFPZC/3f/9a/78/d2/0c/3d91b4913806c6a873ef57017339fee2/moa_empz_dmf2022.1_open_part.pdf
2.9.49.1.4.,3834,75966,COA_Empagliflozin.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16496,0,0,6/11/2023 13:52,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/WDEHBMD4G4/345bd1a2e441bd515538872a1aff003d/WLJEYKS75FTRWM7ZWQUT9KP933P8UR2PVRMTWZFEYRRDS9BA937FESNB2E27X49V92DSAF7E55WR3PM4GYV3V4/51/b6/46/55/23/14ad2acb0cf6334edc4c2598df6e7e33/coa_empagliflozin.pdf
2.9.49.1.5.,3835,75965,Empagliflozin COA two batches.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16496,0,0,6/11/2023 13:52,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/TZY67NZHPQ/d9a106ae7e19106d4f92b5493e05fc34/GMWBALYCRTQ74TKSSTMRFE3VN5F64Z2NF86JY8J3ZZB245LWSWEXN4Y96YRJD93N4MZBVNXUBB29UJ2FP62FHX/cf/2f/4e/e8/45/9db1dc17a7c45a8d0f7e9e2caeefc509/empagliflozin_coa_two_batches.pdf
2.9.49.2.,1638,16495,RuYuan Hec - Wis International,https://drive.base.vn/thanhphong1110-drive/folder/16495,2,0,6/11/2023 13:51,FALSE,
2.9.49.2.1.,3836,75964,Empagliflozin GMP.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16495,0,0,6/11/2023 13:51,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/RUZX7DLZ8S/ca22a67be15e87486b9d5d1a695a950b/ETDQT5ZR2QN63NCCR2QCGB6BF29DMRRAJ2QTDAFG3JDQX8CQN2QHLVFCUY5M57YLHARH5Z65C2XYZXA4WMT76C/08/d5/95/ec/bb/0d274a98646de5aa1195a1c52264f728/empagliflozin_gmp.pdf
2.9.49.2.2.,3837,75963,COA Empag.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16495,0,0,6/11/2023 13:51,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/RUZX7DLZ8S/ca22a67be15e87486b9d5d1a695a950b/VDQLG3QM3VP8J5R8ZXHXT73VDKQ4SNMHL4S5QV9T4WPAGHGU3W9TYLC5KX9NL8Y9BWVMVU7UCJ4PCHXSKZNKHK/2f/59/b0/41/c0/c595c05bce8ff44602be4f81c52c33e6/coa_empag.pdf
2.9.49.3.,1639,16494,Century Phr - Parth Antibiotics,https://drive.base.vn/thanhphong1110-drive/folder/16494,2,0,6/11/2023 13:50,FALSE,
2.9.49.3.1.,3838,75962,GMP Renewed GMP March 2020.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16494,0,0,6/11/2023 13:50,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/FXGPLT36G8/23cd9ad774f6e0cb31af3b5950289688/DZRGNKMDZLDXZGHHXBGJ565XSZT7X88G4EE8USV8YVJ8KD2JGD8Y8WGVYAN7YLZE5GEUSU89SPQ3RKAB6WB4QY/12/85/8f/55/d5/7deb06e583e4a0994eecb82a80dad384/gmp_renewed_gmp_march_2020.pdf
2.9.49.3.2.,3839,75961,COA_Empaglipflozin.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16494,0,0,6/11/2023 13:50,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/FXGPLT36G8/23cd9ad774f6e0cb31af3b5950289688/CEDHRYECZ9BUKFJWJ7KNMZUT3NBTQSGQP9NCPBBTB6PAPKWHNT49DM35U9FEYVRF94SPE2AMGTGL9AESQWLVUQ/2a/54/99/20/eb/0562c450aded04529b3aec84d7211886/coa_empaglipflozin.pdf
2.9.49.4.,1640,16493,Basis Lab - Merix,https://drive.base.vn/thanhphong1110-drive/folder/16493,2,0,6/11/2023 13:49,FALSE,
2.9.49.4.1.,3840,75960,GMP_Basis Labs.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16493,0,0,6/11/2023 13:49,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/KEKXLT8K49/c8bf60f7efe4013aca8ca8200b55a52f/ZFZQCB79REFB2WYQVYYYE3PPZBC8JCBEZBBF8Z7CRG5GA5GE45EE4CHW4VMPQG3QDKXPUKXGWRSR46QY4B23MN/13/b8/bd/f5/f0/fa8079f528b4715722d6ddb8413502c2/gmp_basis_labs.pdf
2.9.49.4.2.,3841,75959,Empagliflozin COA.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16493,0,0,6/11/2023 13:49,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/KEKXLT8K49/c8bf60f7efe4013aca8ca8200b55a52f/KWZ8K987HDZLJYRF8ZS2AGEYWKCZBN5AGYHY8KG2RAR9DZBNY93MKPG9F9EWZZ545C7MXBNUK8W4WVNC699FY3/e0/b9/03/16/e1/7fc47b012c34f088331c0a911852c3d4/empagliflozin_coa.pdf
2.9.49.5.,1641,16492,Jiangxi Syneergu - Amber,https://drive.base.vn/thanhphong1110-drive/folder/16492,2,0,6/11/2023 13:47,FALSE,
2.9.49.5.1.,3842,75958,Empagliflozin_EMPZ stability test report IV - 36 months-ĐK.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16492,0,0,6/11/2023 13:48,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/TMV28HST3Y/63c425fd1e150c188306ba5fe48613e0/ZQHDXKLVU9DP3D9BXQ4EQUJKACENLMWHH54Y3V6URZ2FCQ4A2A8XSQ2UV62ZC4QV8BP2ERATZ6ZVUGAZDSP7A5/73/eb/ba/18/a7/2cb8d7ed2570637700cba089a89278b2/empagliflozin_empz_stability_test_report_iv_36_m.pdf
2.9.49.5.2.,3843,75957,Empagliflozin_EMPZ stability test report IV _data update-correct -signed_.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16492,0,0,6/11/2023 13:48,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/TMV28HST3Y/63c425fd1e150c188306ba5fe48613e0/RXHYCX7MR6Z37T2DWKBEXY98AUR7UBAGNRDSNSBXMV8VJ8YMFKHGMW4T369AGDY7JUU4UFPDUHEAU35S3G4W73/22/c3/2d/87/39/f93a77fe67fe9c2df14a90a826c23d8a/_empagliflozin_empz_stability_test_report_iv_dat.pdf
2.9.49.6.,1642,16491,Jiangxi Synergy Pharma - Amber,https://drive.base.vn/thanhphong1110-drive/folder/16491,9,0,6/11/2023 13:46,FALSE,
2.9.49.6.1.,3844,75956,Written confirmation Candesartan Aceclofenac Atazanavir Ticagrelor Vonoprazan Empagliflozin JX200001 20221119.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16491,0,0,6/11/2023 13:47,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/ZUN9VXBEH7/632fe4ecd85ab5ab77e3ee3bc81747a5/YVELX7DJZ2C2L245MREGHRL8A5SUCACRK53Y94SGPGVYUL93523422VAEDMEUR8FRSTNRSY6CLU29QX2LV79UA/f1/9f/9a/dc/50/0dca2f8048e54c16385bd0b3fbb28f3c/written_confirmation_candesartan_aceclofenac_ata.pdf
2.9.49.6.2.,3845,75955,Stability data－EMPZ-24 months-signed_Jiangxi Synergy Pharma.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16491,0,0,6/11/2023 13:47,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/ZUN9VXBEH7/632fe4ecd85ab5ab77e3ee3bc81747a5/YHN2TQRHBFRKJH2ZPL4G9WB6WBCTH8M5J9T2EYCKCEYRHE9B3REPXWAY57BDJJG5HB5Z8TVPBGELVRBKPBFTT2/8f/4d/07/93/bf/1736d165548893e428bed4925d312def/stability_dataempz_24_months_signed_jiangxi_syne.pdf
2.9.49.6.3.,3846,75954,PHARMACEUTICAL MANUFACTURE LICENSE-20221130 new.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16491,0,0,6/11/2023 13:47,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/ZUN9VXBEH7/632fe4ecd85ab5ab77e3ee3bc81747a5/HHX5Q5R9AGG4TNM47ZDY52ZF92UZSWVJU8DLZQGU2DZDKBMQ39PE3AANVSDNYCVP7AV8TM3MVMQS9LS2JHUJMC/3f/d0/d8/3e/f3/06607c0ce15afb216d00f6ee2affc41c/pharmaceutical_manufacture_license_20221130_new.pdf
2.9.49.6.4.,3847,75953,Notarized local GMP-Vietnam consulate-220406_Jiangxi Synergy Pharma.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16491,0,0,6/11/2023 13:47,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/ZUN9VXBEH7/632fe4ecd85ab5ab77e3ee3bc81747a5/XZCX6XA6E3QVPNBFD4ZHST9MRZ8588ZR8ASN73FRK9MLUAF7TTF5QPRHM7B3CHN958R9STXJYW4SJX6N4WWM4G/d5/fb/cd/f6/33/8e464c4693002d72bb68aa6523eefd77/notarized_local_gmp_vietnam_consulate_220406_jia.pdf
2.9.49.6.5.,3848,75952,local GMP 2027.01.19_Jiangxi Synergy Pharma.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16491,0,0,6/11/2023 13:47,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/ZUN9VXBEH7/632fe4ecd85ab5ab77e3ee3bc81747a5/EZTWC55KCD3PRSB6DRW4WKYDAQ26MQ5ACCZUQMX4PWL8XHAMD3895XFMMSWKBDV8MV8WKWEXFRWQ3XEK9XZHYE/a3/33/cb/b8/9b/c45467da670e69e976c468990f415368/local_gmp_2027.01.19_jiangxi_synergy_pharma.pdf
2.9.49.6.6.,3849,75951,EMPZ stability test report IV - 36 months_Jiangxi Synergy Pharma.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16491,0,0,6/11/2023 13:47,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/ZUN9VXBEH7/632fe4ecd85ab5ab77e3ee3bc81747a5/VJJ2AVJC45RJXY9XEZZ2WFLKN7RG4SVZB3PWV75R7WKLKQGKPF9X55LSB4VBBQTKH2ZBPMEFAWD7EQ2FYK9HFN/f8/ce/32/7d/6f/56998f0a58aae6206c61471262ebc9b2/empz_stability_test_report_iv_36_months_jiangxi_.pdf
2.9.49.6.7.,3850,75950,Empagliflozin COA_Jiangxi Synergy Pharma.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16491,0,0,6/11/2023 13:47,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/ZUN9VXBEH7/632fe4ecd85ab5ab77e3ee3bc81747a5/PVQFQDPP6HCPCGFCGGC6HQ5KBK9LEDG9PMC6VHBZP3YJBRYYME4YVBLQBEPHRSLKK93LQXLFSFN8MGEUELZAWU/ed/b2/42/32/a8/31c1609b7dcfb222b8260ea2fc1d7b53/empagliflozin_coa_jiangxi_synergy_pharma.pdf
2.9.49.6.8.,3851,75949,2023.9.21 CDA-Agreement with Fremed Vietnam new.doc,https://drive.base.vn/thanhphong1110-drive/folder/16491,0,0,6/11/2023 13:47,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/ZUN9VXBEH7/632fe4ecd85ab5ab77e3ee3bc81747a5/WVV7X6G2Z7P3VRTS6GNF9W5U45JVX6RXYQURNK6VXKHBENHN335S3ZWPTW2TKTD7PFH6LLZWFZSYZD5GZL8RBK/2a/6a/cd/b0/01/8da0e4c57bc31b452ee8c7e2f71ce2e6/2023.9.21_cda_agreement_with_fremed_vietnam_new.doc
2.9.49.6.9.,3852,75948,2022.10.19 CDA-Agreement.doc,https://drive.base.vn/thanhphong1110-drive/folder/16491,0,0,6/11/2023 13:47,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/13/ZUN9VXBEH7/632fe4ecd85ab5ab77e3ee3bc81747a5/QNG2FGPKWWB7WFAW64EDQBDNXL8VQG35MAMJYV52X2QN632R3S35QXQQWN59LKD5D76MB6RU53RFEPAEK4TYS8/51/a4/9f/aa/56/c83159712a356d87898b223e20f4b873/2022.10.19_cda_agreement.doc
2.9.50.,325,16488,Ectonin,https://drive.base.vn/thanhphong1110-drive/folder/16488,0,1,6/11/2023 11:35,FALSE,
2.9.50.1.,1643,16489,GTIG,https://drive.base.vn/thanhphong1110-drive/folder/16489,3,0,6/11/2023 11:36,FALSE,
2.9.50.1.1.,3853,75947,ToKhaiHQ7N_105224015040.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16489,0,0,6/11/2023 11:36,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/11/JNEQQAFYDQ/f775040ca12776a4f4217e53e77e609a/DNFYJ2CZQL4N5ZGVWJF77RUZVVYFP2CHMX8LXRK5BNTA8ZZVG4K2RXK6D9YDRZQH7LC9DCLPXBQH47B37229LW/18/0b/5d/07/ef/3aea3f20ff97e6bc61082214fd155a70/tokhaihq7n_105224015040.pdf
2.9.50.1.2.,3854,75946,272 ECTOIN 2.5KG SC 1 .PDF,https://drive.base.vn/thanhphong1110-drive/folder/16489,0,0,6/11/2023 11:36,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/11/JNEQQAFYDQ/f775040ca12776a4f4217e53e77e609a/DRK3PW9BAQK6K3XRSLRDJHTEPKV9Q495NPLTJY8F6QWQD6F8PZ75P56ZU5FDL8D8KPFSFNAC9XTXG7JD6XTPGA/b8/f0/57/b0/e3/132cc2381d4019298f49dad18f259e30/272_ectoin_2.5kg_sc_1.pdf
2.9.50.1.3.,3855,75945,272 ECTOIN 2.5KG DOCS 1 .pdf,https://drive.base.vn/thanhphong1110-drive/folder/16489,0,0,6/11/2023 11:36,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/11/JNEQQAFYDQ/f775040ca12776a4f4217e53e77e609a/LUGNH4BMMRECQ3ANBHAK87JXJADTCAM9Q3M25LTUA2TQ82GK8FYGWNP2V9N39VVUYWQN7D2U8BJYADAFUT5NYV/3f/ba/09/06/28/58335a934a17b8f8bdfbab40fabb0e16/272_ectoin_2.5kg_docs1.pdf
2.9.51.,326,16486,Domperidone,https://drive.base.vn/thanhphong1110-drive/folder/16486,0,1,6/11/2023 11:34,FALSE,
2.9.51.1.,1644,16487,Sri Krishna Pharmaceuticals - SKJ,https://drive.base.vn/thanhphong1110-drive/folder/16487,1,0,6/11/2023 11:34,FALSE,
2.9.51.1.1.,3856,75944,Domperidone BP Typical COA.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16487,0,0,6/11/2023 11:34,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/11/QKLPBPXLD4/7f7af307cb5a50e7f1c791a11c6fc66c/GLG9UFA5ZDBX2EFEU3N8XBKEAJNDWCXDSZWDYPN58NKF89YCYBN2DUJUQH95JNBYYD58GQ34R67RLHSWES62DA/62/12/06/0e/8e/68f4dc79aa70c2cca50310f027cd952c/domperidone_bp_typical_coa.pdf
2.9.52.,327,16484,DIPHENHYDRAMIN HCL,https://drive.base.vn/thanhphong1110-drive/folder/16484,0,1,6/11/2023 11:32,FALSE,
2.9.52.1.,1645,16485,Supriya Lifescience - SKJ,https://drive.base.vn/thanhphong1110-drive/folder/16485,1,0,6/11/2023 11:32,FALSE,
2.9.52.1.1.,3857,75941,DPH 18 BP COA_DIPHENHYDRAMIN HCL _Supriya Lifescience new.PDF,https://drive.base.vn/thanhphong1110-drive/folder/16485,0,0,6/11/2023 11:32,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/11/KNZP5FLWBQ/f8b5d527e3fdcfbc96927b3aa32da224/QYTJZ6ZQVUVAJZ4UUAAHDMWLNY9ACME7QH2H5X6J7DAQBD7EB8TZKYVEP24CQQ64TMKXKZNJHSJH56QXALWS6L/54/dc/7a/ac/f9/43c52472806bfa6f3f2a354621813d45/dph_18_bp_coa_diphenhydramin_hcl_supriya_lifesci.pdf
2.9.53.,328,16481,DHARACOAT L 100,https://drive.base.vn/thanhphong1110-drive/folder/16481,0,1,6/11/2023 11:23,FALSE,
2.9.53.1.,1646,16482,Dhara Lifesciense Pvt - Anh Ruth,https://drive.base.vn/thanhphong1110-drive/folder/16482,10,0,6/11/2023 11:24,FALSE,
2.9.53.1.1.,3858,75939,VIETNAM - 28-09-2022.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16482,0,0,6/11/2023 11:28,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/11/ZYXH7PNZ3Q/d297a10c717f29fb87f332c25295a5fe/ZMM8UPTBMHTK5SB7QQNVB63UGY2S3DEU7G6LPHX9B3ECS29F6JDT22JUEZ5KY9HAWNV9PMD6AN3TPJERYJZCEQ/d8/05/da/28/22/3b944bbc5d9b3f859a399a03ae03943a/vietnam_28_09_2022.pdf
2.9.53.1.2.,3859,75938,Stability_Data_Dharacoat_E100.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16482,0,0,6/11/2023 11:28,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/11/ZYXH7PNZ3Q/d297a10c717f29fb87f332c25295a5fe/RPKRSRSKBC5SJD42ETU8FU74T322MY44MB5CBCRFR4B86XLSUTE3BF8NX2AC2D3Y5932WLFXWFDCGPQHHYA2EM/b0/4a/03/4c/ab/db4ec6f903f471cac630fcfe453e2b77/stability_data_dharacoat_e100.pdf
2.9.53.1.3.,3860,75937,Spec and Method of Analysis Dharacoat E 100.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16482,0,0,6/11/2023 11:28,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/11/ZYXH7PNZ3Q/d297a10c717f29fb87f332c25295a5fe/RZRH2Y9R39D9GD5V5NE6TXQX6VFZQNNGFSXEH4F7ZT8JPPZTZ2WB3VYDXH32RHPVEXJ8KLAK3FW35D24X68B3Q/9c/d0/b3/c7/af/48bf8b52762376737a408da8ce33a952/spec_and_method_of_analysis_dharacoat_e_100.pdf
2.9.53.1.4.,3861,75936,Spec and Method of Analysis Dharacoat E 100 1 .pdf,https://drive.base.vn/thanhphong1110-drive/folder/16482,0,0,6/11/2023 11:28,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/11/ZYXH7PNZ3Q/d297a10c717f29fb87f332c25295a5fe/WHTSKZ8BKNNKCWAXZCXE4KGS7UKUD87C284CUM93JR48CLSH85B7XXSUNBWEEKSY8ZQHRKEP996VUUYZGAFM9E/bc/a8/86/db/fa/8ce0ce89090efb5187ae188c0fbcc50f/spec_and_method_of_analysis_dharacoat_e_100_1.pdf
2.9.53.1.5.,3862,75935,MSDS Dharacoat E 100.pdf,https://drive.base.vn/thanhphong1110-drive/folder/16482,0,0,6/11/2023 11:28,TRUE,https://data-gcdn.basecdn.net/202311/sys5573/drive/06/11/ZYXH7PNZ3Q/d297a10c717f29fb87f332c25295a5fe/GSLM4Q7GL9FTEJYU9YRZKMF2WCRQ5G7EDN5DQH4F658C55475HWJGVSWSYF9RVHSSZ8TTMMRCWKGBVYVFG46XG/23/dc/b4/c6/52/f2204bca7bb4d6aa54cc87e3bb32e65e/msds_dharacoat_e_100.pdf
